campaign,market,vendor,Media,comm,grp,date,time,length,day
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012E,0,11/28/2012,9:47 AM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012E,0,11/28/2012,8:41 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,0,11/28/2012,11:49 AM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,0,11/28/2012,4:20 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912B,0.2,11/28/2012,2:43 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,0.3,11/28/2012,10:47 AM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012E,0.4,11/28/2012,3:14 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912A,0.5,11/28/2012,7:18 AM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912B,0.5,11/28/2012,8:47 AM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912B,0.5,11/28/2012,7:38 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,0.6,11/28/2012,5:19 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,0.8,11/28/2012,6:49 AM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912A,0.9,11/28/2012,1:42 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912A,0.9,11/28/2012,6:17 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912B,0.3,11/29/2012,8:41 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912A,0.5,11/29/2012,7:40 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,0.5,11/29/2012,5:22 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,0.5,11/29/2012,6:15 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012E,0.5,11/29/2012,4:15 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912A,0.9,11/29/2012,8:46 AM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,1,11/29/2012,6:45 AM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912B,1.3,11/29/2012,9:48 AM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912B,1.3,11/29/2012,3:47 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,1.4,11/29/2012,7:47 AM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012E,1.7,11/29/2012,11:42 AM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912A,1.8,11/29/2012,2:43 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,1.8,11/29/2012,1:47 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,2.1,11/29/2012,12:45 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,0.2,11/30/2012,7:43 PM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912A,0.3,11/30/2012,8:40 PM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912B,0.3,11/30/2012,4:20 PM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,0.5,11/30/2012,6:46 PM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012E,0.5,11/30/2012,5:25 PM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,0.7,11/30/2012,1:46 PM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012E,0.8,11/30/2012,6:45 AM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912A,1,11/30/2012,9:47 AM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,1,11/30/2012,2:47 PM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912A,1,11/30/2012,3:18 PM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912B,1.2,11/30/2012,11:43 AM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,1.3,11/30/2012,8:46 AM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012E,1.3,11/30/2012,12:44 PM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,1.4,11/30/2012,7:18 AM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912B,0,12/1/2012,9:40 PM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912A,0.1,12/1/2012,8:39 PM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,0.2,12/1/2012,6:41 PM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,0.3,12/1/2012,1:24 PM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,0.4,12/1/2012,12:43 PM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012E,0.4,12/1/2012,5:44 PM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,0.7,12/1/2012,7:43 PM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912B,0.9,12/1/2012,4:45 PM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912B,1,12/1/2012,10:19 AM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS112912A,1.1,12/1/2012,3:42 PM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012E,1.7,12/1/2012,11:45 AM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,0,12/2/2012,8:38 PM,30,sunday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,0,12/2/2012,9:39 PM,30,sunday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012A,0.2,12/2/2012,7:37 PM,30,sunday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012F,0,12/5/2012,9:16 AM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012F,0,12/5/2012,8:38 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0,12/5/2012,11:47 AM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0.3,12/5/2012,10:48 AM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0.4,12/5/2012,3:45 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012F,0.4,12/5/2012,3:17 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512CC,0.5,12/5/2012,8:47 AM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512DD,0.5,12/5/2012,7:50 AM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512CC,0.5,12/5/2012,7:39 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0.6,12/5/2012,5:43 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0.8,12/5/2012,6:45 AM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512CC,0.9,12/5/2012,1:42 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512DD,0.9,12/5/2012,6:15 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512DD,1,12/5/2012,12:20 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512CC,0.3,12/6/2012,8:40 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512DD,0.5,12/6/2012,7:43 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0.5,12/6/2012,5:19 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0.5,12/6/2012,6:17 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012F,0.5,12/6/2012,4:17 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512DD,0.9,12/6/2012,8:18 AM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,1,12/6/2012,6:16 AM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512CC,1.3,12/6/2012,9:50 AM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512CC,1.3,12/6/2012,3:49 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,1.4,12/6/2012,7:46 AM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,1.7,12/6/2012,11:46 AM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512DD,1.8,12/6/2012,2:46 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012F,1.8,12/6/2012,10:19 AM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,2.1,12/6/2012,12:46 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0.2,12/7/2012,7:42 PM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512DD,0.3,12/7/2012,8:41 PM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512CC,0.3,12/7/2012,4:47 PM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0.5,12/7/2012,6:44 PM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012F,0.5,12/7/2012,5:26 PM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0.7,12/7/2012,1:45 PM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012F,0.8,12/7/2012,6:50 AM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512CC,0.9,12/7/2012,10:42 AM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512DD,1,12/7/2012,9:17 AM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,1,12/7/2012,2:19 PM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512DD,1,12/7/2012,3:16 PM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,1.3,12/7/2012,8:18 AM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012F,1.3,12/7/2012,12:14 PM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,1.4,12/7/2012,7:45 AM,30,friday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512CC,0,12/8/2012,9:17 PM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512DD,0.1,12/8/2012,8:15 PM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0.2,12/8/2012,6:46 PM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0.3,12/8/2012,1:34 PM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012F,0.4,12/8/2012,5:18 PM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0.7,12/8/2012,7:41 PM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0.7,12/8/2012,2:17 PM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512CC,0.9,12/8/2012,4:46 PM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512CC,1,12/8/2012,10:48 AM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS120512DD,1.1,12/8/2012,3:16 PM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012F,1.7,12/8/2012,11:18 AM,30,saturday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0,12/9/2012,8:14 PM,30,sunday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0,12/9/2012,9:15 PM,30,sunday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0.2,12/9/2012,7:37 PM,30,sunday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012F,0,12/12/2012,9:48 AM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0,12/12/2012,8:45 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0,12/12/2012,11:15 AM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0,12/12/2012,4:19 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012F,0.2,12/12/2012,2:46 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0.3,12/12/2012,10:47 AM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS121212CC,0.5,12/12/2012,8:46 AM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS121212D,0.5,12/12/2012,7:46 AM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012F,0.5,12/12/2012,7:37 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0.6,12/12/2012,5:47 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0.8,12/12/2012,6:17 AM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS121212CC,0.9,12/12/2012,1:16 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS121212CC,0.9,12/12/2012,6:45 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS121212D,0.9,12/12/2012,6:19 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS121212D,1,12/12/2012,12:17 PM,30,wednesday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012F,0.3,12/13/2012,8:40 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS121212CC,0.5,12/13/2012,7:38 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS121212D,0.5,12/13/2012,6:48 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0.5,12/13/2012,4:18 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,0.5,12/13/2012,5:17 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS121212CC,0.9,12/13/2012,8:47 AM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,1,12/13/2012,6:47 AM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012F,1.3,12/13/2012,9:49 AM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012F,1.3,12/13/2012,3:49 PM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS121212D,1.4,12/13/2012,7:46 AM,30,thursday
12 Radio EM December,albuquerque-santa fe,KKRG-FM,R,CNS2012B,1.7,12/13/2012,11:46 AM,30,thursday
