campaign,market,vendor,Media,comm,grp,date,time,length,day
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS112912D,0.5,11/28/2012,9:20 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.5,11/28/2012,7:24 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.6,11/28/2012,8:20 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS112912D,0.8,11/28/2012,3:35 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.9,11/28/2012,2:52 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS112912C,1.1,11/28/2012,4:35 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,1.1,11/28/2012,5:39 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.4,11/28/2012,1:54 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.7,11/28/2012,7:20 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS112912C,1.9,11/28/2012,9:22 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS112912D,1.9,11/28/2012,8:20 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,2,11/28/2012,11:36 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS112912C,0.5,11/29/2012,9:35 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS112912D,0.5,11/29/2012,7:50 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,0.8,11/29/2012,3:35 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.1,11/29/2012,4:37 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.1,11/29/2012,5:37 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,1.7,11/29/2012,7:37 AM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.9,11/29/2012,8:20 AM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.9,11/29/2012,9:54 AM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS112912C,2,11/29/2012,12:38 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS112912D,2,11/29/2012,10:37 AM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,0.3,11/30/2012,10:20 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS112912C,0.5,11/30/2012,9:20 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS112912D,0.6,11/30/2012,8:20 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,0.8,11/30/2012,3:50 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS112912C,0.9,11/30/2012,2:35 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.1,11/30/2012,4:37 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.1,11/30/2012,5:21 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,1.7,11/30/2012,7:37 AM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.9,11/30/2012,8:35 AM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.9,11/30/2012,9:50 AM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS112912D,2,11/30/2012,11:22 AM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,0.5,12/1/2012,8:50 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,0.5,12/1/2012,1:20 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.5,12/1/2012,3:22 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.5,12/1/2012,4:53 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.6,12/1/2012,9:20 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS112912C,0.8,12/1/2012,7:50 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS112912D,0.8,12/1/2012,5:22 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS112912C,0.9,12/1/2012,12:38 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1,12/1/2012,8:50 AM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS112912D,1.1,12/1/2012,11:35 AM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.3,12/1/2012,10:22 AM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.6,12/2/2012,3:50 PM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.6,12/2/2012,5:50 PM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.7,12/2/2012,4:20 PM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.5,12/5/2012,9:26 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.6,12/5/2012,8:42 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS120612D,0.8,12/5/2012,3:47 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.9,12/5/2012,2:42 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS120612C,1.1,12/5/2012,4:43 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,1.1,12/5/2012,5:26 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.4,12/5/2012,1:20 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.7,12/5/2012,7:20 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS120612C,1.9,12/5/2012,9:47 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS120612D,1.9,12/5/2012,8:42 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,2,12/5/2012,11:25 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS120612D,0.5,12/6/2012,9:25 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.5,12/6/2012,7:23 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS120612C,0.8,12/6/2012,3:22 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.1,12/6/2012,5:21 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,1.1,12/6/2012,4:26 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS120612D,1.7,12/6/2012,7:20 AM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS120612C,1.9,12/6/2012,8:20 AM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,1.9,12/6/2012,9:48 AM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS120612D,2,12/6/2012,12:20 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,2,12/6/2012,10:20 AM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,2,12/6/2012,11:20 AM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS120612C,0.3,12/7/2012,10:47 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS120612D,0.5,12/7/2012,9:25 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.6,12/7/2012,8:20 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS120612C,0.8,12/7/2012,3:23 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,0.8,12/7/2012,3:47 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.1,12/7/2012,4:46 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS120612D,1.4,12/7/2012,1:42 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS120612C,1.7,12/7/2012,7:26 AM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.9,12/7/2012,9:44 AM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,1.9,12/7/2012,8:47 AM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,2,12/7/2012,10:20 AM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS120612D,0.4,12/8/2012,11:20 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.5,12/8/2012,8:42 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS120612D,0.5,12/8/2012,4:43 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.5,12/8/2012,4:26 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.6,12/8/2012,9:20 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.7,12/8/2012,2:26 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,0.8,12/8/2012,7:23 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS120612C,0.8,12/8/2012,5:23 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,1.1,12/8/2012,11:23 AM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.3,12/9/2012,8:42 AM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.5,12/9/2012,1:21 PM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.5,12/9/2012,2:44 PM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.6,12/9/2012,3:45 PM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.6,12/9/2012,5:44 PM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.7,12/9/2012,4:44 PM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,0.3,12/12/2012,10:46 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.5,12/12/2012,7:25 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312D,0.5,12/12/2012,9:20 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.6,12/12/2012,8:42 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312D,0.8,12/12/2012,3:20 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,1.1,12/12/2012,4:23 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,1.1,12/12/2012,5:21 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.4,12/12/2012,1:26 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.7,12/12/2012,7:25 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,1.9,12/12/2012,9:26 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312D,1.9,12/12/2012,8:42 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,2,12/12/2012,11:24 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,2,12/12/2012,10:44 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312D,0.5,12/13/2012,7:42 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,0.6,12/13/2012,8:47 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.8,12/13/2012,3:46 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,0.8,12/13/2012,3:25 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,0.9,12/13/2012,2:45 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.1,12/13/2012,5:45 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,1.7,12/13/2012,7:42 AM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.9,12/13/2012,8:25 AM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.9,12/13/2012,9:43 AM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312D,2,12/13/2012,10:20 AM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,0.3,12/14/2012,10:42 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,0.5,12/14/2012,9:20 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312D,0.5,12/14/2012,7:24 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,0.8,12/14/2012,3:20 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,0.9,12/14/2012,2:25 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.1,12/14/2012,4:21 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.1,12/14/2012,5:45 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,1.7,12/14/2012,7:42 AM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.9,12/14/2012,8:42 AM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.9,12/14/2012,9:20 AM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312D,2,12/14/2012,10:48 AM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,0.5,12/15/2012,8:44 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.5,12/15/2012,4:43 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,0.5,12/15/2012,3:25 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,0.6,12/15/2012,9:20 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,0.7,12/15/2012,2:44 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312D,0.8,12/15/2012,7:42 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.8,12/15/2012,5:46 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312D,0.9,12/15/2012,12:24 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.1,12/15/2012,11:22 AM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.3,12/15/2012,10:43 AM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.5,12/16/2012,8:20 PM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.6,12/16/2012,5:22 PM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.6,12/16/2012,3:43 PM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.6,12/16/2012,5:47 PM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.7,12/16/2012,4:43 PM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,0.2,12/19/2012,11:20 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,0.5,12/19/2012,9:20 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.5,12/19/2012,7:44 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,0.6,12/19/2012,8:47 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,0.8,12/19/2012,3:25 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,0.9,12/19/2012,2:45 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.9,12/19/2012,2:20 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122012C,1.1,12/19/2012,5:22 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,1.1,12/19/2012,4:45 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,1.7,12/19/2012,7:20 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,1.9,12/19/2012,8:44 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,1.9,12/19/2012,9:47 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122012C,2,12/19/2012,11:20 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122012C,0.3,12/20/2012,10:42 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,0.5,12/20/2012,7:26 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,0.5,12/20/2012,9:20 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122012C,0.8,12/20/2012,3:24 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,1.1,12/20/2012,5:43 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.1,12/20/2012,4:45 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,1.4,12/20/2012,1:42 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122012C,1.7,12/20/2012,7:20 AM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,1.9,12/20/2012,9:48 AM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.9,12/20/2012,8:25 AM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,2,12/20/2012,12:22 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,0.5,12/21/2012,7:43 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122012C,0.6,12/21/2012,8:23 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.8,12/21/2012,3:45 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,1.1,12/21/2012,4:46 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,1.1,12/21/2012,5:43 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.7,12/21/2012,7:46 AM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,1.9,12/21/2012,8:26 AM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,1.9,12/21/2012,9:26 AM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122012C,2,12/21/2012,12:44 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,2,12/21/2012,11:42 AM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.4,12/22/2012,10:42 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,0.5,12/22/2012,8:42 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,0.5,12/22/2012,1:45 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122012C,0.5,12/22/2012,3:46 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,0.5,12/22/2012,4:48 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122012C,0.6,12/22/2012,9:42 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,0.8,12/22/2012,7:42 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,0.8,12/22/2012,5:43 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,0.9,12/22/2012,12:45 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS121312C,1.3,12/22/2012,10:44 AM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,1.3,12/22/2012,10:26 AM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122412D,0.3,12/23/2012,8:20 AM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122412D,0.6,12/23/2012,3:21 PM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,0.6,12/23/2012,5:21 PM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122012C,0.7,12/23/2012,4:21 PM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122412D,0.6,12/24/2012,6:42 AM,30,monday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122412D,1.4,12/24/2012,1:43 PM,30,monday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122412D,1.7,12/24/2012,7:20 AM,30,monday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122012C,1.9,12/24/2012,8:42 AM,30,monday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,1.9,12/24/2012,9:20 AM,30,monday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,2,12/24/2012,11:43 AM,30,monday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS030112C,0.5,12/26/2012,9:20 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712C,0.5,12/26/2012,7:43 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS080612D,0.6,12/26/2012,8:42 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS030112C,0.8,12/26/2012,3:45 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,1.1,12/26/2012,4:43 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,1.1,12/26/2012,5:24 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS080612D,1.4,12/26/2012,1:48 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,1.7,12/26/2012,7:42 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,1.9,12/26/2012,9:45 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712C,2,12/26/2012,10:20 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712C,0.5,12/27/2012,7:42 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS080612D,0.6,12/27/2012,8:43 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS030112C,0.8,12/27/2012,3:42 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS080612D,0.9,12/27/2012,2:45 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,1.1,12/27/2012,4:48 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,1.1,12/27/2012,5:23 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,1.7,12/27/2012,7:20 AM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,1.9,12/27/2012,8:44 AM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712C,2,12/27/2012,12:42 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS080612D,0.2,12/28/2012,11:20 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712C,0.5,12/28/2012,9:20 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,0.6,12/28/2012,8:20 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS080612D,0.8,12/28/2012,3:25 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS030112C,1.1,12/28/2012,4:25 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,1.1,12/28/2012,5:23 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712C,1.4,12/28/2012,1:43 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS030112C,1.9,12/28/2012,8:42 AM,30,friday
